# Wiktionary	arn	http://wiktionary.org/	CC BY-SA
03094404-a	arn:lemma	إجباري
03095964-a	arn:lemma	باكستاني
03107596-a	arn:lemma	قطري
03114139-a	arn:lemma	سعودي
03114843-a	arn:lemma	أنجلوسكسوني
03117835-a	arn:lemma	سنغافوري
03118790-a	arn:lemma	سلافي
03119182-a	arn:lemma	صومالي
03121212-a	arn:lemma	سوداني
03122400-a	arn:lemma	تايواني
03127030-a	arn:lemma	تونسي
03130689-a	arn:lemma	صوفي
03130962-a	arn:lemma	يمني
03132067-a	arn:lemma	صهيوني
03132560-a	arn:lemma	فلكي
03132560-a	arn:lemma	خاص بالابراج الفلكية
00004475-n	arn:lemma	متعضية
00004475-n	arn:lemma	عضوية
00004475-n	arn:lemma	موجود
00004475-n	arn:lemma	كائن
00004475-n	arn:lemma	مخلوق
00006484-n	arn:lemma	خلية
